city,city_key,datetime,date,hour,station_name,station_id,no2,pm10,o3
Munich,munich,2024-01-03 01:00:00,2024-01-03,1,München/Landshuter Allee,535,4.0,7.0,
Munich,munich,2024-01-03 01:00:00,2024-01-03,1,München/Lothstraße,473,4.0,2.0,78.0
Munich,munich,2024-01-03 01:00:00,2024-01-03,1,München/Stachus,471,4.0,6.0,77.0
Munich,munich,2024-01-03 02:00:00,2024-01-03,2,München/Allach,609,5.0,,74.0
Munich,munich,2024-01-03 02:00:00,2024-01-03,2,München/Johanneskirchen,523,2.0,0.0,78.0
Munich,munich,2024-01-03 02:00:00,2024-01-03,2,München/Landshuter Allee,535,4.0,6.0,
Munich,munich,2024-01-03 02:00:00,2024-01-03,2,München/Lothstraße,473,4.0,2.0,75.0
Munich,munich,2024-01-03 02:00:00,2024-01-03,2,München/Stachus,471,3.0,6.0,74.0
Munich,munich,2024-01-03 03:00:00,2024-01-03,3,München/Allach,609,6.0,,74.0
Munich,munich,2024-01-03 03:00:00,2024-01-03,3,München/Johanneskirchen,523,2.0,0.0,78.0
Munich,munich,2024-01-03 03:00:00,2024-01-03,3,München/Landshuter Allee,535,4.0,6.0,
Munich,munich,2024-01-03 03:00:00,2024-01-03,3,München/Lothstraße,473,5.0,2.0,75.0
Munich,munich,2024-01-03 03:00:00,2024-01-03,3,München/Stachus,471,5.0,6.0,73.0
Munich,munich,2024-01-03 04:00:00,2024-01-03,4,München/Allach,609,6.0,,74.0
Munich,munich,2024-01-03 04:00:00,2024-01-03,4,München/Johanneskirchen,523,2.0,0.0,78.0
Munich,munich,2024-01-03 04:00:00,2024-01-03,4,München/Landshuter Allee,535,5.0,6.0,
Munich,munich,2024-01-03 04:00:00,2024-01-03,4,München/Lothstraße,473,5.0,2.0,75.0
Munich,munich,2024-01-03 04:00:00,2024-01-03,4,München/Stachus,471,6.0,6.0,72.0
Munich,munich,2024-01-03 05:00:00,2024-01-03,5,München/Allach,609,5.0,,73.0
Munich,munich,2024-01-03 05:00:00,2024-01-03,5,München/Johanneskirchen,523,2.0,0.0,77.0
Munich,munich,2024-01-03 05:00:00,2024-01-03,5,München/Landshuter Allee,535,11.0,6.0,
Munich,munich,2024-01-03 05:00:00,2024-01-03,5,München/Lothstraße,473,6.0,2.0,74.0
Munich,munich,2024-01-03 05:00:00,2024-01-03,5,München/Stachus,471,5.0,6.0,70.0
Munich,munich,2024-01-03 06:00:00,2024-01-03,6,München/Allach,609,6.0,,75.0
Munich,munich,2024-01-03 06:00:00,2024-01-03,6,München/Johanneskirchen,523,3.0,0.0,78.0
Munich,munich,2024-01-03 06:00:00,2024-01-03,6,München/Landshuter Allee,535,18.0,6.0,
Munich,munich,2024-01-03 06:00:00,2024-01-03,6,München/Lothstraße,473,7.0,1.0,74.0
Munich,munich,2024-01-03 06:00:00,2024-01-03,6,München/Stachus,471,7.0,6.0,70.0
Munich,munich,2024-01-03 07:00:00,2024-01-03,7,München/Allach,609,7.0,,70.0
Munich,munich,2024-01-03 07:00:00,2024-01-03,7,München/Johanneskirchen,523,4.0,0.0,75.0
Munich,munich,2024-01-03 07:00:00,2024-01-03,7,München/Landshuter Allee,535,34.0,6.0,
Munich,munich,2024-01-03 07:00:00,2024-01-03,7,München/Lothstraße,473,11.0,1.0,68.0
Munich,munich,2024-01-03 07:00:00,2024-01-03,7,München/Stachus,471,12.0,5.0,58.0
Munich,munich,2024-01-03 08:00:00,2024-01-03,8,München/Allach,609,6.0,,71.0
Munich,munich,2024-01-03 08:00:00,2024-01-03,8,München/Johanneskirchen,523,5.0,0.0,72.0
Munich,munich,2024-01-03 08:00:00,2024-01-03,8,München/Landshuter Allee,535,30.0,5.0,
Munich,munich,2024-01-03 08:00:00,2024-01-03,8,München/Lothstraße,473,11.0,1.0,67.0
Munich,munich,2024-01-03 08:00:00,2024-01-03,8,München/Stachus,471,11.0,5.0,59.0
Munich,munich,2024-01-03 09:00:00,2024-01-03,9,München/Allach,609,7.0,,73.0
Munich,munich,2024-01-03 09:00:00,2024-01-03,9,München/Johanneskirchen,523,4.0,0.0,76.0
Munich,munich,2024-01-03 09:00:00,2024-01-03,9,München/Landshuter Allee,535,26.0,5.0,
Munich,munich,2024-01-03 09:00:00,2024-01-03,9,München/Lothstraße,473,10.0,1.0,70.0
Munich,munich,2024-01-03 09:00:00,2024-01-03,9,München/Stachus,471,10.0,5.0,62.0
Munich,munich,2024-01-03 10:00:00,2024-01-03,10,München/Allach,609,6.0,,73.0
Munich,munich,2024-01-03 10:00:00,2024-01-03,10,München/Johanneskirchen,523,4.0,0.0,76.0
Munich,munich,2024-01-03 10:00:00,2024-01-03,10,München/Landshuter Allee,535,24.0,5.0,
Munich,munich,2024-01-03 10:00:00,2024-01-03,10,München/Lothstraße,473,9.0,1.0,71.0
Munich,munich,2024-01-03 10:00:00,2024-01-03,10,München/Stachus,471,10.0,5.0,63.0
Munich,munich,2024-01-03 11:00:00,2024-01-03,11,München/Allach,609,6.0,,75.0
Munich,munich,2024-01-03 11:00:00,2024-01-03,11,München/Johanneskirchen,523,3.0,0.0,78.0
Munich,munich,2024-01-03 11:00:00,2024-01-03,11,München/Landshuter Allee,535,19.0,5.0,
Munich,munich,2024-01-03 11:00:00,2024-01-03,11,München/Lothstraße,473,8.0,1.0,75.0
Munich,munich,2024-01-03 11:00:00,2024-01-03,11,München/Stachus,471,12.0,5.0,67.0
Munich,munich,2024-01-03 12:00:00,2024-01-03,12,München/Allach,609,6.0,,78.0
Munich,munich,2024-01-03 12:00:00,2024-01-03,12,München/Johanneskirchen,523,3.0,0.0,82.0
Munich,munich,2024-01-03 12:00:00,2024-01-03,12,München/Landshuter Allee,535,25.0,5.0,
Munich,munich,2024-01-03 12:00:00,2024-01-03,12,München/Lothstraße,473,7.0,1.0,78.0
Munich,munich,2024-01-03 12:00:00,2024-01-03,12,München/Stachus,471,13.0,5.0,68.0
Munich,munich,2024-01-03 13:00:00,2024-01-03,13,München/Allach,609,6.0,,82.0
Munich,munich,2024-01-03 13:00:00,2024-01-03,13,München/Johanneskirchen,523,3.0,0.0,85.0
Munich,munich,2024-01-03 13:00:00,2024-01-03,13,München/Landshuter Allee,535,19.0,5.0,
Munich,munich,2024-01-03 13:00:00,2024-01-03,13,München/Lothstraße,473,6.0,2.0,81.0
Munich,munich,2024-01-03 13:00:00,2024-01-03,13,München/Stachus,471,10.0,5.0,73.0
Munich,munich,2024-01-03 14:00:00,2024-01-03,14,München/Allach,609,6.0,,80.0
Munich,munich,2024-01-03 14:00:00,2024-01-03,14,München/Johanneskirchen,523,3.0,0.0,85.0
Munich,munich,2024-01-03 14:00:00,2024-01-03,14,München/Landshuter Allee,535,28.0,5.0,
Munich,munich,2024-01-03 14:00:00,2024-01-03,14,München/Lothstraße,473,7.0,2.0,80.0
Munich,munich,2024-01-03 14:00:00,2024-01-03,14,München/Stachus,471,17.0,5.0,64.0
Munich,munich,2024-01-03 15:00:00,2024-01-03,15,München/Allach,609,7.0,,77.0
Munich,munich,2024-01-03 15:00:00,2024-01-03,15,München/Johanneskirchen,523,4.0,0.0,83.0
Munich,munich,2024-01-03 15:00:00,2024-01-03,15,München/Landshuter Allee,535,33.0,5.0,
Munich,munich,2024-01-03 15:00:00,2024-01-03,15,München/Lothstraße,473,9.0,2.0,78.0
Munich,munich,2024-01-03 15:00:00,2024-01-03,15,München/Stachus,471,24.0,5.0,59.0
Munich,munich,2024-01-03 16:00:00,2024-01-03,16,München/Allach,609,10.0,,71.0
Munich,munich,2024-01-03 16:00:00,2024-01-03,16,München/Johanneskirchen,523,7.0,0.0,78.0
Munich,munich,2024-01-03 16:00:00,2024-01-03,16,München/Landshuter Allee,535,58.0,5.0,
Munich,munich,2024-01-03 16:00:00,2024-01-03,16,München/Lothstraße,473,17.0,2.0,68.0
Munich,munich,2024-01-03 16:00:00,2024-01-03,16,München/Stachus,471,24.0,6.0,52.0
Munich,munich,2024-01-03 17:00:00,2024-01-03,17,München/Allach,609,9.0,,72.0
Munich,munich,2024-01-03 17:00:00,2024-01-03,17,München/Johanneskirchen,523,9.0,1.0,72.0
Munich,munich,2024-01-03 17:00:00,2024-01-03,17,München/Landshuter Allee,535,56.0,5.0,
Munich,munich,2024-01-03 17:00:00,2024-01-03,17,München/Lothstraße,473,21.0,2.0,61.0
Munich,munich,2024-01-03 17:00:00,2024-01-03,17,München/Stachus,471,21.0,6.0,49.0
Munich,munich,2024-01-03 18:00:00,2024-01-03,18,München/Allach,609,8.0,,71.0
Munich,munich,2024-01-03 18:00:00,2024-01-03,18,München/Johanneskirchen,523,6.0,1.0,74.0
Munich,munich,2024-01-03 18:00:00,2024-01-03,18,München/Landshuter Allee,535,33.0,5.0,
Munich,munich,2024-01-03 18:00:00,2024-01-03,18,München/Lothstraße,473,15.0,2.0,66.0
Munich,munich,2024-01-03 18:00:00,2024-01-03,18,München/Stachus,471,16.0,6.0,58.0
Munich,munich,2024-01-03 19:00:00,2024-01-03,19,München/Allach,609,8.0,,73.0
Munich,munich,2024-01-03 19:00:00,2024-01-03,19,München/Johanneskirchen,523,6.0,1.0,75.0
Munich,munich,2024-01-03 19:00:00,2024-01-03,19,München/Landshuter Allee,535,27.0,5.0,
Munich,munich,2024-01-03 19:00:00,2024-01-03,19,München/Lothstraße,473,12.0,3.0,69.0
Munich,munich,2024-01-03 19:00:00,2024-01-03,19,München/Stachus,471,13.0,6.0,60.0
Munich,munich,2024-01-03 20:00:00,2024-01-03,20,München/Allach,609,6.0,,79.0
Munich,munich,2024-01-03 20:00:00,2024-01-03,20,München/Johanneskirchen,523,5.0,1.0,80.0
Munich,munich,2024-01-03 20:00:00,2024-01-03,20,München/Landshuter Allee,535,19.0,5.0,
Munich,munich,2024-01-03 20:00:00,2024-01-03,20,München/Lothstraße,473,7.0,3.0,77.0
Munich,munich,2024-01-03 20:00:00,2024-01-03,20,München/Stachus,471,9.0,6.0,69.0
Munich,munich,2024-01-03 21:00:00,2024-01-03,21,München/Allach,609,5.0,,82.0
Munich,munich,2024-01-03 21:00:00,2024-01-03,21,München/Johanneskirchen,523,3.0,1.0,84.0
Munich,munich,2024-01-03 21:00:00,2024-01-03,21,München/Landshuter Allee,535,7.0,5.0,
Munich,munich,2024-01-03 21:00:00,2024-01-03,21,München/Lothstraße,473,5.0,3.0,81.0
Munich,munich,2024-01-03 21:00:00,2024-01-03,21,München/Stachus,471,5.0,6.0,77.0
Munich,munich,2024-01-03 22:00:00,2024-01-03,22,München/Allach,609,4.0,,80.0
Munich,munich,2024-01-03 22:00:00,2024-01-03,22,München/Johanneskirchen,523,3.0,1.0,83.0
Munich,munich,2024-01-03 22:00:00,2024-01-03,22,München/Landshuter Allee,535,7.0,5.0,
Munich,munich,2024-01-03 22:00:00,2024-01-03,22,München/Lothstraße,473,5.0,3.0,80.0
Munich,munich,2024-01-03 22:00:00,2024-01-03,22,München/Stachus,471,5.0,6.0,77.0
Munich,munich,2024-01-03 23:00:00,2024-01-03,23,München/Allach,609,4.0,,81.0
Munich,munich,2024-01-03 23:00:00,2024-01-03,23,München/Johanneskirchen,523,2.0,1.0,83.0
Munich,munich,2024-01-03 23:00:00,2024-01-03,23,München/Landshuter Allee,535,5.0,6.0,
Munich,munich,2024-01-03 23:00:00,2024-01-03,23,München/Lothstraße,473,4.0,3.0,81.0
Munich,munich,2024-01-03 23:00:00,2024-01-03,23,München/Stachus,471,3.0,6.0,78.0
Munich,munich,2024-01-04 00:00:00,2024-01-04,0,München/Allach,609,5.0,,76.0
Munich,munich,2024-01-04 00:00:00,2024-01-04,0,München/Johanneskirchen,523,3.0,1.0,80.0
Munich,munich,2024-01-04 00:00:00,2024-01-04,0,München/Landshuter Allee,535,6.0,6.0,
Munich,munich,2024-01-04 00:00:00,2024-01-04,0,München/Lothstraße,473,6.0,3.0,77.0
Munich,munich,2024-01-04 00:00:00,2024-01-04,0,München/Stachus,471,4.0,6.0,76.0
Munich,munich,2024-01-04 01:00:00,2024-01-04,1,München/Allach,609,5.0,,77.0
Munich,munich,2024-01-04 01:00:00,2024-01-04,1,München/Johanneskirchen,523,2.0,1.0,80.0
Munich,munich,2024-01-04 01:00:00,2024-01-04,1,München/Landshuter Allee,535,4.0,6.0,
Munich,munich,2024-01-04 01:00:00,2024-01-04,1,München/Lothstraße,473,5.0,3.0,78.0
Munich,munich,2024-01-04 01:00:00,2024-01-04,1,München/Stachus,471,4.0,6.0,78.0
Munich,munich,2024-01-04 02:00:00,2024-01-04,2,München/Allach,609,4.0,,79.0
Munich,munich,2024-01-04 02:00:00,2024-01-04,2,München/Johanneskirchen,523,2.0,1.0,82.0
Munich,munich,2024-01-04 02:00:00,2024-01-04,2,München/Landshuter Allee,535,4.0,6.0,
Munich,munich,2024-01-04 02:00:00,2024-01-04,2,München/Lothstraße,473,5.0,3.0,79.0
Munich,munich,2024-01-04 02:00:00,2024-01-04,2,München/Stachus,471,4.0,6.0,78.0
Munich,munich,2024-01-04 03:00:00,2024-01-04,3,München/Allach,609,4.0,,80.0
Munich,munich,2024-01-04 03:00:00,2024-01-04,3,München/Johanneskirchen,523,1.0,1.0,83.0
Munich,munich,2024-01-04 03:00:00,2024-01-04,3,München/Landshuter Allee,535,3.0,6.0,
Munich,munich,2024-01-04 03:00:00,2024-01-04,3,München/Lothstraße,473,4.0,3.0,81.0
Munich,munich,2024-01-04 03:00:00,2024-01-04,3,München/Stachus,471,4.0,6.0,80.0
Munich,munich,2024-01-04 04:00:00,2024-01-04,4,München/Allach,609,4.0,,78.0
Munich,munich,2024-01-04 04:00:00,2024-01-04,4,München/Johanneskirchen,523,2.0,1.0,82.0
Munich,munich,2024-01-04 04:00:00,2024-01-04,4,München/Landshuter Allee,535,4.0,6.0,
Munich,munich,2024-01-04 04:00:00,2024-01-04,4,München/Lothstraße,473,4.0,3.0,80.0
Munich,munich,2024-01-04 04:00:00,2024-01-04,4,München/Stachus,471,4.0,6.0,78.0
Munich,munich,2024-01-04 05:00:00,2024-01-04,5,München/Allach,609,4.0,,78.0
Munich,munich,2024-01-04 05:00:00,2024-01-04,5,München/Johanneskirchen,523,2.0,2.0,82.0
Munich,munich,2024-01-04 05:00:00,2024-01-04,5,München/Landshuter Allee,535,8.0,6.0,
Munich,munich,2024-01-04 05:00:00,2024-01-04,5,München/Lothstraße,473,5.0,3.0,79.0
Munich,munich,2024-01-04 05:00:00,2024-01-04,5,München/Stachus,471,5.0,6.0,77.0
Munich,munich,2024-01-04 06:00:00,2024-01-04,6,München/Allach,609,5.0,,76.0
Munich,munich,2024-01-04 06:00:00,2024-01-04,6,München/Johanneskirchen,523,2.0,2.0,81.0
Munich,munich,2024-01-04 06:00:00,2024-01-04,6,München/Landshuter Allee,535,14.0,6.0,
Munich,munich,2024-01-04 06:00:00,2024-01-04,6,München/Lothstraße,473,6.0,3.0,77.0
Munich,munich,2024-01-04 06:00:00,2024-01-04,6,München/Stachus,471,6.0,6.0,73.0
Munich,munich,2024-01-04 07:00:00,2024-01-04,7,München/Allach,609,5.0,,74.0
Munich,munich,2024-01-04 07:00:00,2024-01-04,7,München/Johanneskirchen,523,3.0,2.0,77.0
Munich,munich,2024-01-04 07:00:00,2024-01-04,7,München/Landshuter Allee,535,19.0,6.0,
Munich,munich,2024-01-04 07:00:00,2024-01-04,7,München/Lothstraße,473,7.0,3.0,74.0
Munich,munich,2024-01-04 07:00:00,2024-01-04,7,München/Stachus,471,10.0,7.0,66.0
Munich,munich,2024-01-04 08:00:00,2024-01-04,8,München/Allach,609,6.0,,73.0
Munich,munich,2024-01-04 08:00:00,2024-01-04,8,München/Johanneskirchen,523,3.0,2.0,77.0
Munich,munich,2024-01-04 08:00:00,2024-01-04,8,München/Landshuter Allee,535,20.0,6.0,
Munich,munich,2024-01-04 08:00:00,2024-01-04,8,München/Lothstraße,473,8.0,3.0,72.0
Munich,munich,2024-01-04 08:00:00,2024-01-04,8,München/Stachus,471,10.0,7.0,64.0
Munich,munich,2024-01-04 09:00:00,2024-01-04,9,München/Allach,609,6.0,,73.0
Munich,munich,2024-01-04 09:00:00,2024-01-04,9,München/Johanneskirchen,523,4.0,2.0,77.0
Munich,munich,2024-01-04 09:00:00,2024-01-04,9,München/Landshuter Allee,535,22.0,6.0,
Munich,munich,2024-01-04 09:00:00,2024-01-04,9,München/Lothstraße,473,8.0,3.0,73.0
Munich,munich,2024-01-04 09:00:00,2024-01-04,9,München/Stachus,471,11.0,7.0,64.0
Munich,munich,2024-01-04 10:00:00,2024-01-04,10,München/Allach,609,6.0,,73.0
Munich,munich,2024-01-04 10:00:00,2024-01-04,10,München/Johanneskirchen,523,4.0,2.0,76.0
Munich,munich,2024-01-04 10:00:00,2024-01-04,10,München/Landshuter Allee,535,21.0,6.0,
Munich,munich,2024-01-04 10:00:00,2024-01-04,10,München/Lothstraße,473,9.0,3.0,72.0
Munich,munich,2024-01-04 10:00:00,2024-01-04,10,München/Stachus,471,13.0,7.0,62.0
Munich,munich,2024-01-04 11:00:00,2024-01-04,11,München/Allach,609,6.0,,73.0
Munich,munich,2024-01-04 11:00:00,2024-01-04,11,München/Johanneskirchen,523,5.0,2.0,76.0
Munich,munich,2024-01-04 11:00:00,2024-01-04,11,München/Landshuter Allee,535,23.0,6.0,
Munich,munich,2024-01-04 11:00:00,2024-01-04,11,München/Lothstraße,473,9.0,3.0,73.0
Munich,munich,2024-01-04 11:00:00,2024-01-04,11,München/Stachus,471,12.0,7.0,64.0
Munich,munich,2024-01-04 12:00:00,2024-01-04,12,München/Allach,609,6.0,,74.0
Munich,munich,2024-01-04 12:00:00,2024-01-04,12,München/Johanneskirchen,523,4.0,2.0,77.0
Munich,munich,2024-01-04 12:00:00,2024-01-04,12,München/Landshuter Allee,535,24.0,6.0,
Munich,munich,2024-01-04 12:00:00,2024-01-04,12,München/Lothstraße,473,8.0,3.0,73.0
Munich,munich,2024-01-04 12:00:00,2024-01-04,12,München/Stachus,471,14.0,7.0,64.0
Munich,munich,2024-01-04 13:00:00,2024-01-04,13,München/Allach,609,6.0,,73.0
Munich,munich,2024-01-04 13:00:00,2024-01-04,13,München/Johanneskirchen,523,4.0,2.0,76.0
Munich,munich,2024-01-04 13:00:00,2024-01-04,13,München/Landshuter Allee,535,32.0,6.0,
Munich,munich,2024-01-04 13:00:00,2024-01-04,13,München/Lothstraße,473,9.0,3.0,72.0
Munich,munich,2024-01-04 13:00:00,2024-01-04,13,München/Stachus,471,15.0,7.0,63.0
Munich,munich,2024-01-04 14:00:00,2024-01-04,14,München/Allach,609,6.0,,72.0
Munich,munich,2024-01-04 14:00:00,2024-01-04,14,München/Johanneskirchen,523,4.0,2.0,75.0
Munich,munich,2024-01-04 14:00:00,2024-01-04,14,München/Landshuter Allee,535,25.0,6.0,
Munich,munich,2024-01-04 14:00:00,2024-01-04,14,München/Lothstraße,473,10.0,2.0,70.0
Munich,munich,2024-01-04 14:00:00,2024-01-04,14,München/Stachus,471,12.0,7.0,61.0
Munich,munich,2024-01-04 15:00:00,2024-01-04,15,München/Allach,609,6.0,,71.0
Munich,munich,2024-01-04 15:00:00,2024-01-04,15,München/Johanneskirchen,523,5.0,2.0,74.0
Munich,munich,2024-01-04 15:00:00,2024-01-04,15,München/Landshuter Allee,535,30.0,6.0,
Munich,munich,2024-01-04 15:00:00,2024-01-04,15,München/Lothstraße,473,12.0,2.0,68.0
Munich,munich,2024-01-04 15:00:00,2024-01-04,15,München/Stachus,471,15.0,6.0,59.0
Munich,munich,2024-01-04 16:00:00,2024-01-04,16,München/Allach,609,8.0,,66.0
Munich,munich,2024-01-04 16:00:00,2024-01-04,16,München/Johanneskirchen,523,7.0,2.0,72.0
Munich,munich,2024-01-04 16:00:00,2024-01-04,16,München/Landshuter Allee,535,37.0,6.0,
Munich,munich,2024-01-04 16:00:00,2024-01-04,16,München/Lothstraße,473,14.0,2.0,65.0
Munich,munich,2024-01-04 16:00:00,2024-01-04,16,München/Stachus,471,18.0,6.0,54.0
Munich,munich,2024-01-04 17:00:00,2024-01-04,17,München/Allach,609,11.0,,62.0
Munich,munich,2024-01-04 17:00:00,2024-01-04,17,München/Johanneskirchen,523,6.0,2.0,72.0
Munich,munich,2024-01-04 17:00:00,2024-01-04,17,München/Landshuter Allee,535,53.0,6.0,
Munich,munich,2024-01-04 17:00:00,2024-01-04,17,München/Lothstraße,473,16.0,2.0,63.0
Munich,munich,2024-01-04 17:00:00,2024-01-04,17,München/Stachus,471,24.0,6.0,48.0
Munich,munich,2024-01-04 18:00:00,2024-01-04,18,München/Allach,609,13.0,,58.0
Munich,munich,2024-01-04 18:00:00,2024-01-04,18,München/Johanneskirchen,523,10.0,2.0,66.0
Munich,munich,2024-01-04 18:00:00,2024-01-04,18,München/Landshuter Allee,535,58.0,7.0,
Munich,munich,2024-01-04 18:00:00,2024-01-04,18,München/Lothstraße,473,20.0,2.0,57.0
Munich,munich,2024-01-04 18:00:00,2024-01-04,18,München/Stachus,471,19.0,6.0,50.0
Munich,munich,2024-01-04 19:00:00,2024-01-04,19,München/Allach,609,14.0,,53.0
Munich,munich,2024-01-04 19:00:00,2024-01-04,19,München/Johanneskirchen,523,9.0,2.0,65.0
Munich,munich,2024-01-04 19:00:00,2024-01-04,19,München/Landshuter Allee,535,54.0,7.0,
Munich,munich,2024-01-04 19:00:00,2024-01-04,19,München/Lothstraße,473,23.0,2.0,55.0
Munich,munich,2024-01-04 19:00:00,2024-01-04,19,München/Stachus,471,31.0,6.0,40.0
Munich,munich,2024-01-04 20:00:00,2024-01-04,20,München/Allach,609,10.0,,60.0
Munich,munich,2024-01-04 20:00:00,2024-01-04,20,München/Johanneskirchen,523,10.0,2.0,64.0
Munich,munich,2024-01-04 20:00:00,2024-01-04,20,München/Landshuter Allee,535,51.0,7.0,
Munich,munich,2024-01-04 20:00:00,2024-01-04,20,München/Lothstraße,473,24.0,2.0,52.0
Munich,munich,2024-01-04 20:00:00,2024-01-04,20,München/Stachus,471,17.0,7.0,47.0
Munich,munich,2024-01-04 21:00:00,2024-01-04,21,München/Allach,609,11.0,,57.0
Munich,munich,2024-01-04 21:00:00,2024-01-04,21,München/Johanneskirchen,523,12.0,2.0,61.0
Munich,munich,2024-01-04 21:00:00,2024-01-04,21,München/Landshuter Allee,535,47.0,8.0,
Munich,munich,2024-01-04 21:00:00,2024-01-04,21,München/Lothstraße,473,19.0,3.0,54.0
Munich,munich,2024-01-04 21:00:00,2024-01-04,21,München/Stachus,471,23.0,7.0,47.0
Munich,munich,2024-01-04 22:00:00,2024-01-04,22,München/Allach,609,12.0,,54.0
Munich,munich,2024-01-04 22:00:00,2024-01-04,22,München/Johanneskirchen,523,21.0,2.0,48.0
Munich,munich,2024-01-04 22:00:00,2024-01-04,22,München/Landshuter Allee,535,57.0,8.0,
Munich,munich,2024-01-04 22:00:00,2024-01-04,22,München/Lothstraße,473,23.0,3.0,47.0
Munich,munich,2024-01-04 22:00:00,2024-01-04,22,München/Stachus,471,20.0,7.0,48.0
Munich,munich,2024-01-04 23:00:00,2024-01-04,23,München/Allach,609,11.0,,51.0
Munich,munich,2024-01-04 23:00:00,2024-01-04,23,München/Johanneskirchen,523,16.0,3.0,47.0
Munich,munich,2024-01-04 23:00:00,2024-01-04,23,München/Landshuter Allee,535,41.0,8.0,
Munich,munich,2024-01-04 23:00:00,2024-01-04,23,München/Lothstraße,473,22.0,3.0,44.0
Munich,munich,2024-01-04 23:00:00,2024-01-04,23,München/Stachus,471,15.0,7.0,48.0
Munich,munich,2024-01-05 00:00:00,2024-01-05,0,München/Allach,609,11.0,,48.0
Munich,munich,2024-01-05 00:00:00,2024-01-05,0,München/Johanneskirchen,523,18.0,3.0,44.0
Munich,munich,2024-01-05 00:00:00,2024-01-05,0,München/Landshuter Allee,535,33.0,8.0,
Munich,munich,2024-01-05 00:00:00,2024-01-05,0,München/Lothstraße,473,17.0,3.0,46.0
Munich,munich,2024-01-05 00:00:00,2024-01-05,0,München/Stachus,471,17.0,7.0,44.0
Munich,munich,2024-01-05 01:00:00,2024-01-05,1,München/Allach,609,12.0,,41.0
Munich,munich,2024-01-05 01:00:00,2024-01-05,1,München/Johanneskirchen,523,19.0,3.0,38.0
Munich,munich,2024-01-05 01:00:00,2024-01-05,1,München/Landshuter Allee,535,26.0,8.0,
Munich,munich,2024-01-05 01:00:00,2024-01-05,1,München/Lothstraße,473,13.0,3.0,46.0
Munich,munich,2024-01-05 01:00:00,2024-01-05,1,München/Stachus,471,19.0,7.0,41.0
Munich,munich,2024-01-05 02:00:00,2024-01-05,2,München/Allach,609,16.0,,30.0
Munich,munich,2024-01-05 02:00:00,2024-01-05,2,München/Johanneskirchen,523,14.0,3.0,39.0
Munich,munich,2024-01-05 02:00:00,2024-01-05,2,München/Landshuter Allee,535,20.0,9.0,
Munich,munich,2024-01-05 02:00:00,2024-01-05,2,München/Lothstraße,473,11.0,3.0,46.0
Munich,munich,2024-01-05 02:00:00,2024-01-05,2,München/Stachus,471,18.0,8.0,39.0
Munich,munich,2024-01-05 03:00:00,2024-01-05,3,München/Allach,609,14.0,,34.0
Munich,munich,2024-01-05 03:00:00,2024-01-05,3,München/Johanneskirchen,523,11.0,3.0,41.0
Munich,munich,2024-01-05 03:00:00,2024-01-05,3,München/Landshuter Allee,535,22.0,9.0,
Munich,munich,2024-01-05 03:00:00,2024-01-05,3,München/Lothstraße,473,11.0,3.0,44.0
Munich,munich,2024-01-05 03:00:00,2024-01-05,3,München/Stachus,471,18.0,8.0,39.0
Munich,munich,2024-01-05 04:00:00,2024-01-05,4,München/Allach,609,15.0,,23.0
Munich,munich,2024-01-05 04:00:00,2024-01-05,4,München/Johanneskirchen,523,9.0,3.0,38.0
Munich,munich,2024-01-05 04:00:00,2024-01-05,4,München/Landshuter Allee,535,27.0,9.0,
Munich,munich,2024-01-05 04:00:00,2024-01-05,4,München/Lothstraße,473,11.0,4.0,46.0
Munich,munich,2024-01-05 04:00:00,2024-01-05,4,München/Stachus,471,17.0,8.0,39.0
Munich,munich,2024-01-05 05:00:00,2024-01-05,5,München/Allach,609,21.0,,10.0
Munich,munich,2024-01-05 05:00:00,2024-01-05,5,München/Johanneskirchen,523,15.0,3.0,32.0
Munich,munich,2024-01-05 05:00:00,2024-01-05,5,München/Landshuter Allee,535,39.0,9.0,
Munich,munich,2024-01-05 05:00:00,2024-01-05,5,München/Lothstraße,473,16.0,4.0,41.0
Munich,munich,2024-01-05 05:00:00,2024-01-05,5,München/Stachus,471,19.0,8.0,36.0
Munich,munich,2024-01-05 06:00:00,2024-01-05,6,München/Allach,609,28.0,,2.0
Munich,munich,2024-01-05 06:00:00,2024-01-05,6,München/Johanneskirchen,523,17.0,3.0,34.0
Munich,munich,2024-01-05 06:00:00,2024-01-05,6,München/Landshuter Allee,535,61.0,9.0,
Munich,munich,2024-01-05 06:00:00,2024-01-05,6,München/Lothstraße,473,31.0,4.0,23.0
Munich,munich,2024-01-05 06:00:00,2024-01-05,6,München/Stachus,471,35.0,8.0,23.0
Munich,munich,2024-01-05 07:00:00,2024-01-05,7,München/Allach,609,31.0,,0.0
Munich,munich,2024-01-05 07:00:00,2024-01-05,7,München/Johanneskirchen,523,28.0,4.0,20.0
Munich,munich,2024-01-05 07:00:00,2024-01-05,7,München/Landshuter Allee,535,59.0,9.0,
Munich,munich,2024-01-05 07:00:00,2024-01-05,7,München/Lothstraße,473,44.0,4.0,12.0
Munich,munich,2024-01-05 07:00:00,2024-01-05,7,München/Stachus,471,45.0,8.0,9.0
Munich,munich,2024-01-05 08:00:00,2024-01-05,8,München/Allach,609,32.0,,1.0
Munich,munich,2024-01-05 08:00:00,2024-01-05,8,München/Johanneskirchen,523,40.0,4.0,13.0
Munich,munich,2024-01-05 08:00:00,2024-01-05,8,München/Landshuter Allee,535,66.0,10.0,
